University,Type ,Index_faculty_number component,Index_salary component,Final_index,Year,Rank,Rank for gender,Rank for salary
University of Colorado Boulder,public,0.4947773,0.911758763,66.15698855,2016,78,76,61
University of Alabama in Huntsville,public,0.50376019,0.911146227,66.67146046,2016,74,74,62
Louisiana State University and Agricultural & Mechanical College,public,0.456438909,0.91010738,63.79062974,2016,86,85,63
University of California-Berkeley,public,0.483119995,0.909841231,65.38084892,2016,79,80,64
Texas A & M International University,public,0.62267753,0.909147503,73.72655188,2016,38,33,65
University of Pittsburgh-Pittsburgh Campus,public,0.626062471,0.909013825,73.92430125,2016,35,29,66
University of Kansas,public,0.67638938,0.907945033,76.90116413,2016,15,13,67
Florida State University,public,0.548895867,0.906498197,69.1936799,2016,60,59,68
University of California-Santa Barbara,public,0.522290318,0.905196676,67.54528613,2016,73,68,69
The University of Tennessee-Knoxville,public,0.620180589,0.904090113,73.37443989,2016,41,35,70
Oklahoma State University-Main Campus,public,0.474120367,0.903717526,64.59592304,2016,83,82,71
Auburn University,public,0.551943433,0.902187253,69.20409609,2016,59,58,72
Washington State University,public,0.545809691,0.901798054,68.8205036,2016,63,61,73
University of Maryland-College Park,public,0.540060775,0.901737994,68.47316627,2016,67,66,74
University of Oklahoma-Norman Campus,public,0.56566621,0.901558437,70.00231008,2016,56,54,75
University of Illinois at Urbana-Champaign,public,0.533692157,0.90150033,68.08154262,2016,70,67,76
Indiana University-Purdue University-Indianapolis,public,0.676743764,0.901360327,76.65903891,2016,16,12,77
Ohio State University-Main Campus,public,0.650229355,0.899353336,74.98789476,2016,27,19,78
University of Houston,public,0.459532809,0.897280233,63.46317781,2016,88,84,79
Arizona State University-Tempe,public,0.562151586,0.896576782,69.5921664,2016,57,55,80
The University of Texas at Dallas,public,0.303748588,0.895334769,54.03830602,2016,94,94,81
University of Mississippi,public,0.656166335,0.894258433,75.14031743,2016,23,16,82
University of Virginia-Main Campus,public,0.544427399,0.893481384,68.40489925,2016,68,62,83
The University of Alabama,public,0.655301543,0.893388698,75.05364046,2016,26,17,84
Louisiana Tech University,public,0.548451941,0.893276175,68.63816348,2016,65,60,85
University of California-San Diego,public,0.475707012,0.891564245,64.20499054,2016,84,81,86
University of Cincinnati-Main Campus,public,0.689186438,0.891471816,77.01005888,2016,13,11,87
Indiana University-Bloomington,public,0.599602653,0.891072718,71.6190679,2016,52,44,88
Mississippi State University,public,0.511013536,0.891065091,66.30341578,2016,76,71,89
University of Arizona,public,0.602100011,0.890872787,71.76091214,2016,50,43,90
University of North Carolina at Chapel Hill,public,0.649521849,0.890718977,74.60007003,2016,31,20,91
University of South Carolina-Columbia,public,0.691794443,0.888174424,77.03464355,2016,12,10,92
University at Buffalo,public,0.54348865,0.886557656,68.07162522,2016,71,63,93
University of Missouri-Columbia,public,0.628534524,0.886115113,73.15667599,2016,42,28,94
Texas Tech University,public,0.495094898,0.883060649,65.02811985,2016,82,75,95
University of Iowa,public,0.58075718,0.879748433,70.0353681,2016,55,49,96
George Mason University,public,0.625751735,0.865893784,72.18085545,2016,46,30,97
University of Texas Southwestern Medical Center,public,0.668093556,0.860008024,74.48593428,2016,32,15,98
United States Merchant Marine Academy,public,0.204589372,0.501187686,32.32286975,2016,99,99,99
Bentley University,private,0.649928461,0.98989216,78.59139409,2017,45,50,1
Carleton College,private,0.835013878,0.988070137,89.62363815,2017,3,6,2
Worcester Polytechnic Institute,private,0.348927194,0.987548697,60.43757949,2017,89,93,3
Tufts University,private,0.66297781,0.986403324,79.23480156,2017,38,47,4
Scripps College,private,0.807098828,0.985907592,87.86223337,2017,8,15,5
The College of Wooster,private,0.717536071,0.983688673,82.39971116,2017,29,30,6
Franklin and Marshall College,private,0.753139135,0.983216089,84.51699167,2017,18,24,7
Barnard College,private,0.715837909,0.982457155,82.24856074,2017,30,31,8
St Olaf College,private,0.800145541,0.980702174,87.2368194,2017,14,16,9
Reed College,private,0.661005561,0.9794342,78.83770167,2017,43,48,10
Lawrence University,private,0.53647892,0.976892086,71.26441861,2017,69,71,11
College of the Holy Cross,private,0.785307033,0.976734855,86.18781617,2017,17,17,12
Grinnell College,private,0.807622994,0.974074301,87.42035167,2017,12,14,13
George Washington University,private,0.715504994,0.972909185,81.84666705,2017,31,32,14
Wellesley College,private,0.854263878,0.972462048,90.15431462,2017,2,3,15
Rensselaer Polytechnic Institute,private,0.345032699,0.972332921,59.59527876,2017,93,95,16
Wesleyan University,private,0.597483908,0.970880763,74.68426498,2017,56,63,17
Denison University,private,0.843117436,0.970374888,89.40204168,2017,4,5,18
Middlebury College,private,0.689971805,0.96975517,80.18851506,2017,32,36,19
Rose-Hulman Institute of Technology,private,0.262284894,0.969578573,54.52023655,2017,97,98,20
Whitman College,private,0.664119996,0.969357848,78.62151368,2017,44,46,21
Hamilton College,private,0.674570951,0.968877392,79.22935273,2017,39,42,22
Rhode Island School of Design,private,0.687241865,0.968181986,79.96179136,2017,34,37,23
Skidmore College,private,0.75643509,0.968030207,84.10731372,2017,22,23,24
Macalester College,private,0.759844393,0.96658167,84.25393037,2017,21,21,25
Haverford College,private,0.833946078,0.964735565,88.62618732,2017,6,7,26
Bowdoin College,private,0.810303946,0.964317419,87.19093354,2017,16,13,27
Pitzer College,private,0.614198421,0.964266005,75.42254541,2017,53,60,28
Kenyon College,private,0.819001238,0.963631038,87.68531584,2017,10,11,29
Loyola Marymount University,private,0.682265635,0.963086264,79.45938865,2017,35,39,30
Bucknell University,private,0.748097763,0.962526668,83.38693247,2017,24,26,31
Massachusetts Institute of Technology,private,0.291164622,0.961474328,55.92885044,2017,96,97,32
Brandeis University,private,0.681401931,0.961380563,79.33933842,2017,36,40,33
Bryn Mawr College,private,0.814745697,0.959995523,87.28456278,2017,13,12,34
Colorado College,private,0.696159557,0.959958273,80.16790433,2017,33,34,35
Pomona College,private,0.740616247,0.958983218,82.7963035,2017,27,28,36
Northeastern University,private,0.532255721,0.958018622,70.25608813,2017,71,73,37
Colby College,private,0.819291881,0.957667922,87.46422976,2017,11,10,38
Colgate University,private,0.645624746,0.957478085,77.03660817,2017,50,51,39
Gettysburg College,private,0.750471473,0.95478988,83.21988355,2017,25,25,40
Illinois Wesleyan University,private,0.58873652,0.954476964,73.50326975,2017,60,66,41
Boston University,private,0.652883597,0.953532457,77.31431409,2017,49,49,42
Cornell University,private,0.45777485,0.952167485,65.5531904,2017,77,82,43
Vanderbilt University,private,0.684375807,0.951489948,79.12214636,2017,41,38,44
Lafayette College,private,0.550749208,0.950583431,71.06828967,2017,70,70,45
Mount Holyoke College,private,0.757296857,0.949966936,83.43648881,2017,23,22,46
Yale University,private,0.557041282,0.949955149,71.42068288,2017,68,68,47
Swarthmore College,private,0.887897931,0.947548721,91.1758247,2017,1,1,48
Rice University,private,0.38880575,0.947085047,61.21174689,2017,86,89,49
University of Miami,private,0.473771504,0.946132403,66.27158637,2017,75,79,50
Smith College,private,0.832394223,0.944080346,87.70686725,2017,9,8,51
Amherst College,private,0.777356337,0.944030258,84.40259057,2017,19,18,52
Case Western Reserve University,private,0.579458791,0.943916898,72.52420339,2017,65,67,53
Bates College,private,0.776048673,0.943299306,84.29489262,2017,20,19,54
Washington and Lee University,private,0.590692554,0.941735467,73.11097192,2017,62,64,55
Stanford University,private,0.385287906,0.941605701,60.78150237,2017,88,90,56
Occidental College,private,0.826551498,0.940643828,87.21884297,2017,15,9,57
Johns Hopkins University,private,0.622705656,0.940310074,74.9747423,2017,55,57,58
Williams College,private,0.747163018,0.940123014,82.43470163,2017,28,27,59
Davidson College,private,0.67570791,0.938269675,78.07326163,2017,46,41,60
Harvard University,private,0.42704449,0.936096384,63.0665248,2017,85,85,61
Columbia University in The City Of New York,private,0.644216924,0.934464604,76.03159963,2017,52,52,62
Brown University,private,0.441822171,0.933611502,63.85379034,2017,83,83,63
Georgetown University,private,0.671447143,0.933427013,77.62390908,2017,47,45,64
Wheaton College,private,0.850370204,0.933324618,88.35519693,2017,7,4,65
Vassar College,private,0.858814813,0.933144638,88.85467431,2017,5,2,66
Villanova University,private,0.695670866,0.932415405,79.03686814,2017,42,35,67
Claremont McKenna College,private,0.43881994,0.931989984,63.60879579,2017,84,84,68
Oberlin College,private,0.767876276,0.928269787,83.203368,2017,26,20,69
Harvey Mudd College,private,0.480254121,0.927230374,65.90446221,2017,76,78,70
University of Richmond,private,0.673149171,0.926940562,77.46657275,2017,48,43,71
Wake Forest University,private,0.623259902,0.924170293,74.36240587,2017,58,56,72
University of Dayton,private,0.603822596,0.923464649,73.1679417,2017,61,61,73
University of Notre Dame,private,0.383856186,0.920828751,59.86452119,2017,92,91,74
Santa Clara University,private,0.643180449,0.915861879,75.22530213,2017,54,53,75
Washington University in St Louis,private,0.391302813,0.913641813,60.0238413,2017,91,88,76
Emory University,private,0.672425834,0.912447263,76.84344058,2017,51,44,77
Babson College,private,0.617982456,0.911713051,73.5474694,2017,59,59,78
California Institute of Technology,private,0.241366881,0.911292879,50.93372799,2017,100,100,79
Trinity University,private,0.714342876,0.909808277,79.25290364,2017,37,33,80
University of Tulsa,private,0.465952922,0.907863651,64.27172135,2017,82,81,81
Princeton University,private,0.408038736,0.907676097,60.789368,2017,87,87,82
Lehigh University,private,0.468454841,0.904769289,64.29806199,2017,81,80,83
Yeshiva University,private,0.590150858,0.904634501,71.59443151,2017,67,65,84
Tulane University of Louisiana,private,0.63833757,0.904162436,74.4667516,2017,57,54,85
Stevens Institute of Technology,private,0.346208078,0.90371464,56.92107026,2017,94,94,86
Duke University,private,0.60150793,0.900699208,72.11844413,2017,66,62,87
University of Rochester,private,0.524485738,0.899806242,67.46139396,2017,74,74,88
Boston College,private,0.720876409,0.898616194,79.19723227,2017,40,29,89
New York University,private,0.6195788,0.891079315,72.81790059,2017,64,58,90
Southern Methodist University,private,0.486305347,0.890423752,64.79527087,2017,79,77,91
University of Pennsylvania,private,0.409469663,0.888488442,60.10771744,2017,90,86,92
Pepperdine University,private,0.623598214,0.888314355,72.94846702,2017,63,55,93
Brigham Young University-Provo,private,0.26176779,0.887855565,51.22029001,2017,99,99,94
Northwestern University,private,0.535533729,0.88573656,67.56148614,2017,73,72,95
University of Southern California,private,0.552292565,0.878442181,68.27524116,2017,72,69,96
University of Chicago,private,0.495735105,0.872956678,64.66237343,2017,80,76,97
Dartmouth College,private,0.512794826,0.867250134,65.45769489,2017,78,75,98
Carnegie Mellon University,private,0.372340841,0.856865841,56.61508408,2017,95,92,99
Cooper Union for the Advancement of Science and Art,private,0.325636364,0.827047027,52.62006289,2017,98,96,100
University of Wisconsin Colleges,public,0.726270282,0.991187476,83.22371594,2017,6,7,1
Miami University-Middletown,public,0.566964286,0.987472146,73.51674297,2017,44,60,2
California State University-Long Beach,public,0.765729343,0.979344581,85.1175438,2017,3,5,3
CUNY Bernard M Baruch College,public,0.644746067,0.972767484,77.59546338,2017,17,31,4
SUNY College of Environmental Science and Forestry,public,0.447965296,0.969732368,65.66721249,2017,83,87,5
The College of New Jersey,public,0.857978243,0.967617728,90.18340373,2017,1,1,6
Colorado School of Mines,public,0.250799576,0.966049956,53.6899728,2017,95,97,7
New Mexico Institute of Mining and Technology,public,0.242856003,0.962094026,53.05512118,2017,97,98,8
University of Wisconsin-La Crosse,public,0.84726849,0.959039354,89.19768356,2017,2,2,9
University of Vermont,public,0.667750868,0.957080619,78.34827683,2017,10,23,10
University of Oregon,public,0.637947853,0.956887686,76.55237866,2017,25,34,11
Michigan State University,public,0.614067832,0.95521581,75.05270232,2017,36,41,12
Stony Brook University,public,0.606708963,0.953455214,74.54074636,2017,39,44,13
Temple University,public,0.651880169,0.952664527,77.21939119,2017,21,28,14
University of Delaware,public,0.650495217,0.952180871,77.11694788,2017,22,29,15
University of California-Irvine,public,0.580635877,0.95149532,72.89796539,2017,49,56,16
Virginia Military Institute,public,0.47066076,0.951335928,66.29308274,2017,79,84,17
Appalachian State University,public,0.769360899,0.948114513,84.08623446,2017,4,4,18
California Polytechnic State University-San Luis Obispo,public,0.52577487,0.947864777,69.46108331,2017,66,72,19
University of Washington-Seattle Campus,public,0.637695879,0.947117745,76.14646256,2017,27,35,20
Florida International University,public,0.682868105,0.945333948,78.78544425,2017,9,16,21
North Dakota State University-Main Campus,public,0.674325918,0.943853296,78.21368692,2017,13,20,22
University of Alabama at Birmingham,public,0.629170396,0.9436136,75.49476776,2017,33,38,23
University of California-Davis,public,0.602112213,0.943030632,73.84795805,2017,42,48,24
North Carolina State University at Raleigh,public,0.509035326,0.942354017,68.23628022,2017,73,77,25
University of California-Riverside,public,0.527222612,0.940809167,69.26572338,2017,70,71,26
Rutgers University-New Brunswick,public,0.716021377,0.940455615,80.57950718,2017,8,8,27
Ohio University-Main Campus,public,0.5883284,0.938962083,72.85818732,2017,50,53,28
Rutgers University-Newark,public,0.468848107,0.938507147,65.67117232,2017,82,85,29
University of Michigan-Ann Arbor,public,0.563672588,0.938222649,71.34926124,2017,56,62,30
SUNY at Binghamton,public,0.594493322,0.937069358,73.15237367,2017,48,52,31
University of Massachusetts-Amherst,public,0.639688143,0.935509134,75.80165393,2017,31,33,32
James Madison University,public,0.770980245,0.935024687,83.65980214,2017,5,3,33
Georgia Institute of Technology-Main Campus,public,0.284839716,0.934346982,54.4642622,2017,94,95,34
Oregon State University,public,0.502767942,0.933980456,67.52529472,2017,77,80,35
Colorado State University-Fort Collins,public,0.614216275,0.933190095,74.18058028,2017,40,40,36
United States Merchant Marine Academy,public,0.205938494,0.932114483,49.64088896,2017,99,99,37
University of Nebraska-Lincoln,public,0.431799559,0.930686255,63.13542373,2017,91,91,38
Iowa State University,public,0.50794066,0.92941674,67.65310915,2017,74,79,39
Michigan Technological University,public,0.360239936,0.928881782,58.76966744,2017,93,93,40
Pennsylvania State University-Penn State Harrisburg,public,0.631787659,0.928869215,75.06202813,2017,35,37,41
University of Florida,public,0.443278831,0.927465975,63.69536887,2017,88,90,42
Clemson University,public,0.443475022,0.92641449,63.66508092,2017,89,89,43
University of New Hampshire-Main Campus,public,0.674655082,0.924519549,77.46008687,2017,18,19,44
University of Illinois at Chicago,public,0.754381109,0.924346769,82.23673732,2017,7,6,45
University of Pittsburgh-Pittsburgh Campus,public,0.634302924,0.924142745,75.02388526,2017,38,36,46
University of Wyoming,public,0.603549401,0.923495457,73.15278234,2017,47,47,47
University of Central Florida,public,0.561907213,0.923478396,70.65356859,2017,58,63,48
University of Georgia,public,0.586955638,0.922896981,72.13321752,2017,54,54,49
Kansas State University,public,0.65263768,0.921294993,76.01006049,2017,28,27,50
University of Arkansas,public,0.460228978,0.920746367,64.44359337,2017,87,86,51
Truman State University,public,0.607690018,0.920662408,73.28789741,2017,46,43,52
West Virginia University,public,0.616202366,0.920503009,73.79226228,2017,43,39,53
University of Colorado Boulder,public,0.513788944,0.918910064,67.58373918,2017,75,74,54
University of Connecticut,public,0.650386771,0.918747352,75.77310033,2017,32,30,55
University of California-Los Angeles,public,0.513194936,0.918686258,67.53914646,2017,76,75,56
South Dakota School of Mines and Technology,public,0.268948224,0.918171548,52.86375531,2017,98,96,57
Louisiana State University and Agricultural & Mechanical College,public,0.447177892,0.917333507,63.52401377,2017,90,88,58
University of California-Berkeley,public,0.489529759,0.917246565,66.06164813,2017,81,81,59
University of Kentucky,public,0.54639991,0.914996174,69.38384158,2017,67,69,60
University of Kansas,public,0.693691468,0.914597682,78.20539534,2017,14,13,61
University of California-Santa Barbara,public,0.545253486,0.914310779,69.28764032,2017,69,70,62
Arizona State University-Tempe,public,0.569201425,0.913741531,70.70174675,2017,57,59,63
University of Utah,public,0.662956012,0.912956885,76.29563611,2017,26,24,64
University of Arizona,public,0.613603521,0.912783417,73.32754796,2017,45,42,65
Texas A & M International University,public,0.673284519,0.912719027,76.90583219,2017,23,21,66
The University of Tennessee-Knoxville,public,0.605830413,0.912439961,72.84742322,2017,51,45,67
Ohio State University-Main Campus,public,0.686788272,0.912338076,77.70081935,2017,16,15,68
University of Alabama in Huntsville,public,0.596396948,0.91211898,72.26857607,2017,53,51,69
University of Minnesota-Twin Cities,public,0.642363452,0.912068506,75.02454733,2017,37,32,70
College of William and Mary,public,0.605189178,0.911749795,72.78134247,2017,52,46,71
Washington State University,public,0.552205832,0.911422776,69.589261,2017,64,68,72
Oklahoma State University-Main Campus,public,0.484241301,0.908037874,65.375993,2017,85,83,73
University of South Florida-Main Campus,public,0.677207419,0.903827377,76.78554021,2017,24,17,74
University of South Carolina-Columbia,public,0.702834238,0.902591458,78.27371261,2017,12,11,75
Missouri University of Science and Technology,public,0.388346027,0.900473422,59.31969851,2017,92,92,76
University of Illinois at Urbana-Champaign,public,0.558302896,0.900338558,69.5117161,2017,65,66,77
Florida State University,public,0.561768266,0.900002889,69.70621151,2017,63,64,78
University of Mississippi,public,0.667759936,0.898330659,75.99882253,2017,30,22,79
Auburn University,public,0.570566785,0.897413964,70.13056566,2017,61,58,80
University of North Carolina at Chapel Hill,public,0.691015751,0.897325357,77.35395931,2017,19,14,81
Texas Tech University,public,0.510400973,0.896612688,66.48856591,2017,78,76,82
University of Maryland-College Park,public,0.55900981,0.895783509,69.37192897,2017,68,65,83
University of Houston,public,0.489278194,0.895130444,65.16190942,2017,86,82,84
The University of Texas at Dallas,public,0.294208924,0.894453902,53.4306915,2017,96,94,85
The University of Alabama,public,0.709771236,0.892935737,78.30370362,2017,11,9,86
University of Oklahoma-Norman Campus,public,0.574227671,0.892068205,70.13638845,2017,60,57,87
Indiana University-Bloomington,public,0.597545796,0.891902923,71.52886466,2017,55,50,88
Indiana University-Purdue University-Indianapolis,public,0.694269806,0.891259354,77.30656252,2017,20,12,89
University of Missouri-Columbia,public,0.659359921,0.890084674,75.16498224,2017,34,26,90
University of Texas Southwestern Medical Center,public,0.709512599,0.889297155,78.1426421,2017,15,10,91
University of Cincinnati-Main Campus,public,0.675137747,0.887430545,76.00548659,2017,29,18,92
University of Virginia-Main Campus,public,0.552805271,0.887105142,68.65252193,2017,72,67,93
University at Buffalo,public,0.566271795,0.882010509,69.25672804,2017,71,61,94
University of Iowa,public,0.580874131,0.880244599,70.06223183,2017,62,55,95
Mississippi State University,public,0.520873522,0.875218414,66.26114787,2017,80,73,96
University of California-San Diego,public,0.509002108,0.875203471,65.54826532,2017,84,78,97
Louisiana Tech University,public,0.599049589,0.859494964,70.3227739,2017,59,49,98
George Mason University,public,0.662307404,0.856941648,74.01611011,2017,41,25,99
University of Wisconsin Colleges,public,0.702035985,0.986117669,81.56686583,2018,7,15,1
California State University-Long Beach,public,0.769841805,0.983699823,85.53850119,2018,4,6,2
New Mexico Institute of Mining and Technology,public,0.270018387,0.981489027,55.46066429,2018,95,98,3
SUNY College of Environmental Science and Forestry,public,0.435888006,0.975757927,65.18359746,2018,88,91,4
The College of New Jersey,public,0.875424821,0.970454663,91.3436758,2018,1,1,5
University of Oregon,public,0.645045341,0.967113482,77.38725969,2018,24,38,6
CUNY Bernard M Baruch College,public,0.643830399,0.956149567,76.87580659,2018,28,40,7
University of Vermont,public,0.674659275,0.953692226,78.62724554,2018,14,25,8
Stony Brook University,public,0.656821133,0.953322058,77.54215028,2018,23,33,9
Appalachian State University,public,0.784699653,0.952750467,85.19199789,2018,5,5,10
Virginia Military Institute,public,0.505326169,0.951568389,68.3823057,2018,76,83,11
Florida International University,public,0.678004075,0.950349602,78.69422856,2018,13,22,12
University of California-Irvine,public,0.593564534,0.950099521,73.61785285,2018,48,54,13
University of California-Davis,public,0.611093933,0.94776229,74.57612755,2018,43,46,14
California Polytechnic State University-San Luis Obispo,public,0.551130662,0.946761508,70.93830007,2018,59,69,15
University of Wisconsin-La Crosse,public,0.810146391,0.945267104,86.41946757,2018,3,3,16
University of Delaware,public,0.671422638,0.944574685,78.0683457,2018,19,26,17
Colorado School of Mines,public,0.276802769,0.944498947,54.38812401,2018,96,96,18
Rutgers University-Newark,public,0.500074351,0.944209618,67.77284578,2018,77,85,19
Ohio University-Main Campus,public,0.609550581,0.943930223,74.33024378,2018,44,47,20
Rutgers University-New Brunswick,public,0.709214755,0.943408435,80.2892227,2018,8,13,21
University of Michigan-Ann Arbor,public,0.587694686,0.942545144,72.96348695,2018,50,57,22
Georgia Institute of Technology-Main Campus,public,0.325962179,0.942259704,57.24811888,2018,94,94,23
North Dakota State University-Main Campus,public,0.603777804,0.942258815,73.91702083,2018,47,49,24
University of California-Riverside,public,0.517402019,0.941404679,68.70030831,2018,74,79,25
North Carolina State University at Raleigh,public,0.529281175,0.94033927,69.37044133,2018,71,74,26
Oregon State University,public,0.537650979,0.939816196,69.85170657,2018,68,72,27
Clemson University,public,0.473458209,0.939742094,65.99717626,2018,86,87,28
James Madison University,public,0.821830201,0.939347767,86.88372272,2018,2,2,29
University of Massachusetts-Amherst,public,0.640350903,0.939072833,75.98396749,2018,38,41,30
Temple University,public,0.675768737,0.938275074,78.07712721,2018,18,24,31
SUNY at Binghamton,public,0.651336268,0.935836694,76.51364382,2018,32,36,32
College of William and Mary,public,0.624552556,0.934189523,74.8407343,2018,40,45,33
Michigan State University,public,0.646345813,0.933189689,76.10833632,2018,36,37,34
University of Kentucky,public,0.57154447,0.932421715,71.58953682,2018,56,61,35
Iowa State University,public,0.525998255,0.932185594,68.84731904,2018,73,76,36
University of Florida,public,0.454882322,0.928416905,64.42961551,2018,89,90,37
Texas A & M International University,public,0.575393827,0.928327463,71.65672813,2018,55,60,38
University of California-Berkeley,public,0.501540291,0.925647666,67.1183241,2018,80,84,39
University of Central Florida,public,0.607667156,0.925415551,73.4766514,2018,49,48,40
University of Alabama at Birmingham,public,0.656585985,0.925091708,76.39882741,2018,33,34,41
Pennsylvania State University-Penn State Harrisburg,public,0.705023802,0.924950249,79.29943807,2018,11,14,42
University of Utah,public,0.557649819,0.924688079,70.44651226,2018,62,68,43
University of Connecticut,public,0.659228275,0.924483179,76.53302365,2018,31,31,44
University of Washington-Seattle Campus,public,0.667330235,0.924216463,77.00847259,2018,26,28,45
University of New Hampshire-Main Campus,public,0.689684977,0.924154486,78.34727804,2018,17,18,46
University of Illinois at Chicago,public,0.786604267,0.92398602,84.15569679,2018,6,4,47
Michigan Technological University,public,0.38156863,0.923475724,59.83314675,2018,92,92,48
University of Wyoming,public,0.568982429,0.923187923,71.06646262,2018,58,63,49
University of Georgia,public,0.59903625,0.923142414,72.86787156,2018,51,53,50
United States Merchant Marine Academy,public,0.222073816,0.922427397,50.22152481,2018,99,99,51
University of Colorado Boulder,public,0.525348661,0.921571803,68.38379175,2018,75,77,52
Louisiana State University and Agricultural & Mechanical College,public,0.49480436,0.921322749,66.54117153,2018,83,86,53
Truman State University,public,0.681931281,0.92029677,77.7277477,2018,21,21,54
University of Pittsburgh-Pittsburgh Campus,public,0.654883112,0.919648475,76.07892574,2018,37,35,55
University of Kansas,public,0.682646817,0.919553658,77.74095533,2018,20,20,56
West Virginia University,public,0.630676653,0.918796568,74.59246193,2018,42,43,57
University of California-Los Angeles,public,0.546243389,0.918304231,69.50677254,2018,70,71,58
University of Nebraska-Lincoln,public,0.456517337,0.91519892,63.99899699,2018,90,89,59
Auburn University,public,0.58947361,0.914173929,71.93537375,2018,52,56,60
University of California-Santa Barbara,public,0.558058592,0.912710919,69.99195227,2018,67,67,61
University of Arizona,public,0.627058527,0.911146827,74.06938468,2018,46,44,62
Washington State University,public,0.562975857,0.910888949,70.21410935,2018,65,66,63
Ohio State University-Main Campus,public,0.700275422,0.910767894,78.44724105,2018,16,16,64
University of Illinois at Urbana-Champaign,public,0.568082688,0.910347938,70.49887878,2018,61,64,65
University of Minnesota-Twin Cities,public,0.664177172,0.910050655,76.25265652,2018,34,29,66
The University of Texas at Dallas,public,0.272726938,0.908918175,52.72034331,2018,97,97,67
University of Alabama in Huntsville,public,0.565602175,0.908817505,70.28883072,2018,64,65,68
Colorado State University-Fort Collins,public,0.670449391,0.908264615,76.55754804,2018,30,27,69
Kansas State University,public,0.639194837,0.906764341,74.62226384,2018,41,42,70
University of North Carolina at Chapel Hill,public,0.71758244,0.90589954,79.29092801,2018,12,11,71
Arizona State University-Tempe,public,0.59200952,0.905196808,71.72844353,2018,53,55,72
University of South Florida-Main Campus,public,0.676736174,0.904440453,76.78178857,2018,29,23,73
University of Arkansas,public,0.460519813,0.903824947,63.78418668,2018,91,88,74
The University of Tennessee-Knoxville,public,0.659038195,0.902821538,75.65515324,2018,39,32,75
University of Maryland-College Park,public,0.549717342,0.902025595,69.06406431,2018,72,70,76
University of California-San Diego,public,0.527720218,0.901245441,67.71303074,2018,78,75,77
Indiana University-Purdue University-Indianapolis,public,0.732819091,0.898694693,79.91693314,2018,9,8,78
Texas Tech University,public,0.525289785,0.896449787,67.37537855,2018,79,78,79
University of Houston,public,0.510317013,0.895908892,66.45537645,2018,84,81,80
Oklahoma State University-Main Campus,public,0.505635389,0.894463217,66.11665202,2018,85,82,81
Missouri University of Science and Technology,public,0.368926799,0.894028033,57.89672923,2018,93,93,82
University of Iowa,public,0.600653477,0.890987868,71.67872332,2018,54,51,83
Florida State University,public,0.585327403,0.889715854,70.70827834,2018,60,59,84
University at Buffalo,public,0.571390608,0.887864945,69.79803427,2018,69,62,85
University of Mississippi,public,0.692818751,0.885266605,76.97978929,2018,27,17,86
University of Virginia-Main Campus,public,0.585678879,0.882628851,70.44588677,2018,63,58,87
University of Cincinnati-Main Campus,public,0.721248571,0.882555841,78.57714791,2018,15,9,88
Indiana University-Bloomington,public,0.599496796,0.880732045,71.19908958,2018,57,52,89
University of South Carolina-Columbia,public,0.683897128,0.879030178,76.19503478,2018,35,19,90
University of Texas Southwestern Medical Center,public,0.709583138,0.876290263,77.62659882,2018,22,12,91
University of Oklahoma-Norman Campus,public,0.535196048,0.87281797,67.02448168,2018,82,73,92
University of Missouri-Columbia,public,0.659420269,0.867708815,74.27356871,2018,45,30,93
The University of Alabama,public,0.752476258,0.865244389,79.75835104,2018,10,7,94
Mississippi State University,public,0.513712434,0.860963723,65.26129497,2018,87,80,95
South Dakota School of Mines and Technology,public,0.293948326,0.859002732,51.99700883,2018,98,95,96
George Mason University,public,0.721145843,0.85184189,77.34242616,2018,25,10,97
Louisiana Tech University,public,0.600952646,0.850592274,70.08084969,2018,66,50,98
Miami University-Middletown,public,0.644230769,0.710676102,67.08089024,2018,81,39,99
Carleton College,private,0.81296021,0.993290877,88.50924768,2018,9,10,1
Franklin and Marshall College,private,0.81490755,0.99315963,88.62083822,2018,8,9,2
The College of Wooster,private,0.698102378,0.992598393,81.59007842,2018,31,40,3
Bentley University,private,0.72819492,0.989884613,83.28707974,2018,28,30,4
St Olaf College,private,0.786655329,0.98757204,86.70220133,2018,11,14,5
Barnard College,private,0.731555754,0.985687184,83.32083257,2018,27,29,6
Kenyon College,private,0.835592293,0.984346595,89.50940137,2018,4,5,7
Massachusetts Institute of Technology,private,0.278612317,0.982742018,56.02641972,2018,98,98,8
Bucknell University,private,0.739722494,0.981990012,83.66295008,2018,24,28,9
Grinnell College,private,0.782985903,0.978809034,86.13151555,2018,12,16,10
Brandeis University,private,0.663525539,0.977737621,78.92103716,2018,39,48,11
Whitman College,private,0.748465662,0.977541436,84.00959718,2018,21,24,12
Tufts University,private,0.667045357,0.976398519,79.07866218,2018,38,44,13
Wesleyan University,private,0.642870641,0.976226755,77.62130868,2018,45,53,14
Gettysburg College,private,0.748145204,0.975638121,83.9142371,2018,22,25,15
Scripps College,private,0.764661654,0.974276274,84.85075022,2018,19,21,16
Wellesley College,private,0.830059325,0.972811532,88.71602076,2018,7,7,17
Rose-Hulman Institute of Technology,private,0.32023872,0.971855242,58.08853291,2018,95,97,18
College of the Holy Cross,private,0.723658178,0.971296565,82.27135327,2018,29,31,19
Colgate University,private,0.655484169,0.971021075,78.16989315,2018,42,49,20
Bryn Mawr College,private,0.832896417,0.970461316,88.79223766,2018,6,6,21
